sampledate,year,ave_air_temp_adjusted
1901-07-07,1901,16.8
1901-07-08,1901,18.7
1901-07-09,1901,25.7
1901-07-10,1901,29.3
1901-07-11,1901,24
1901-07-12,1901,24.8
1901-07-13,1901,24.8
1901-07-14,1901,24.8
1901-07-15,1901,25.9
1901-07-16,1901,28.4
1901-07-17,1901,27.3
1901-07-18,1901,25.9
1901-07-19,1901,27.1
1901-07-20,1901,28.2
1901-07-21,1901,32.3
1901-07-22,1901,28.4
1901-07-23,1901,27.6
1901-07-24,1901,29.8
1901-07-25,1901,27.3
1901-07-26,1901,26.5
1901-07-27,1901,26.8
1901-07-28,1901,25.7
1901-07-29,1901,25.9
1901-07-30,1901,22.3
1901-07-31,1901,20.7
1901-08-01,1901,21.2
1901-08-02,1901,22.6
1901-08-03,1901,19.3
1901-08-04,1901,19
1901-08-05,1901,18.7
1901-08-06,1901,20.4
1901-08-08,1901,20.4
1901-08-09,1901,20.4
1901-08-10,1901,17.6
1901-08-11,1901,18.2
1901-08-12,1901,20.7
1901-08-13,1901,23.2
1901-08-14,1901,23.7
1901-08-15,1901,22.1
1901-08-16,1901,22.4
1901-08-17,1901,22.1
1901-08-18,1901,21.5
1901-08-19,1901,22.9
1901-08-20,1901,21.8
1901-08-21,1901,22.6
1901-08-22,1901,22.6
1901-08-23,1901,21.5
1901-08-24,1901,21.5
1901-08-25,1901,21.5
1901-08-26,1901,19.6
1901-08-27,1901,21.2
1901-08-28,1901,23.2
1901-08-29,1901,24.9
1901-08-30,1901,19
1901-08-31,1901,16.2
1901-09-01,1901,17.1
1901-09-02,1901,18.5
1901-09-03,1901,21.3
1901-09-04,1901,21.8
1901-09-05,1901,22.1
1901-09-06,1901,22.7
1901-09-07,1901,19
1901-09-08,1901,12.4
1901-09-09,1901,13.2
1901-09-10,1901,13.2
1901-09-12,1901,14.6
1901-09-13,1901,16.5
1901-09-14,1901,15.4
1901-09-15,1901,15.7
1901-09-16,1901,12.4
1901-09-17,1901,7.9
1901-09-18,1901,6.5
1901-09-19,1901,7.1
1901-09-20,1901,8.5
1901-09-21,1901,10.2
1901-09-22,1901,16.3
1901-09-23,1901,18.5
1901-09-24,1901,15.4
1901-09-25,1901,17.7
1901-09-26,1901,18.5
1901-09-27,1901,20.2
1901-09-28,1901,18.8
1901-09-29,1901,13.5
1901-09-30,1901,12.7
1901-10-01,1901,17.4
1901-10-02,1901,9.3
1901-10-03,1901,4.9
1901-10-04,1901,4.6
1901-10-05,1901,8.2
1901-10-06,1901,10.7
1901-10-07,1901,12.4
1901-10-08,1901,13.2
1901-10-09,1901,13.5
1901-10-10,1901,13.5
1901-10-11,1901,14.1
1903-06-27,1903,20.6
1903-06-28,1903,20.8
1903-06-29,1903,22.8
1903-07-01,1903,25.1
1903-07-02,1903,24.6
1903-07-03,1903,24.8
1903-07-04,1903,22.6
1903-07-05,1903,20.7
1903-07-06,1903,21.8
1903-07-07,1903,23.4
1903-07-08,1903,25.7
1903-07-09,1903,22.9
1903-07-10,1903,21.8
1903-07-11,1903,22.1
1903-07-12,1903,19
1903-07-13,1903,17.1
1903-07-14,1903,17.9
1903-07-15,1903,17.1
1903-07-17,1903,17.9
1903-07-18,1903,20.1
1903-07-19,1903,18.4
1903-07-20,1903,19
1903-07-21,1903,20.1
1903-07-22,1903,19.8
1903-07-23,1903,21.8
1903-07-24,1903,22.1
1903-07-25,1903,23.2
1903-07-26,1903,21.2
1903-07-27,1903,20.7
1903-07-28,1903,23.7
1903-07-29,1903,21.5
1903-07-30,1903,16.2
1903-07-31,1903,15.9
1903-08-02,1903,20.4
1903-08-03,1903,20.4
1903-08-04,1903,21
1903-08-05,1903,20.4
1903-08-06,1903,18.7
1903-08-07,1903,14.9
1903-08-08,1903,17.9
1903-08-09,1903,17.1
1903-08-10,1903,16.2
1903-08-11,1903,15.1
1903-08-12,1903,15.1
1903-08-13,1903,16.8
1903-08-14,1903,18.2
1903-08-15,1903,16.2
1903-08-16,1903,18.2
1903-08-18,1903,20.4
1903-08-19,1903,20.1
1903-08-20,1903,19.6
1903-08-21,1903,20.7
1903-08-22,1903,21
1903-08-23,1903,20.1
1903-08-24,1903,21.8
1903-08-25,1903,21
1903-08-26,1903,16.2
1903-08-27,1903,15.1
1903-08-28,1903,16.5
1903-08-29,1903,14.9
1903-08-30,1903,12.9
1903-08-31,1903,16
1903-09-01,1903,17.1
1903-09-02,1903,19.3
1903-09-03,1903,20.2
1903-09-04,1903,16.8
1903-09-06,1903,12.4
1903-09-07,1903,19.6
1903-09-08,1903,21
1903-09-09,1903,17.9
1903-09-10,1903,15.7
1903-09-11,1903,15.4
1903-09-12,1903,22.1
1903-09-13,1903,16.5
1903-09-14,1903,15.4
1903-09-15,1903,16.8
1903-09-16,1903,10.7
1903-09-17,1903,6.8
1903-09-18,1903,7.7
1903-09-19,1903,13.8
1903-09-20,1903,16.8
1903-09-22,1903,17.9
1903-09-23,1903,13.5
1903-09-24,1903,8.8
1903-09-25,1903,14.6
1903-09-26,1903,13.8
1903-09-27,1903,7.7
1903-09-28,1903,9.3
1903-09-29,1903,12.4
1903-09-30,1903,14.3
1903-10-01,1903,16.3
1903-10-02,1903,12.4
1903-10-03,1903,19.6
1903-10-04,1903,12.7
1903-10-05,1903,8.5
1903-10-06,1903,13.5
1903-10-07,1903,11.6
1903-10-08,1903,8.8
1903-10-09,1903,7.4
1903-10-10,1903,7.1
1903-10-11,1903,8.8
1903-10-12,1903,9.1
1903-10-13,1903,11.3
1903-10-14,1903,9.9
1903-10-16,1903,9.3
1903-10-17,1903,6.8
1903-10-18,1903,4.9
1903-10-19,1903,10.4
1903-10-20,1903,12.1
1903-10-21,1903,9.9
1903-10-22,1903,8.5
1903-10-23,1903,2.4
1903-10-24,1903,3.5
1903-10-25,1903,7.9
1903-10-26,1903,4.1
1903-10-27,1903,4.1
1903-10-28,1903,7.1
1903-10-29,1903,10.2
1903-10-30,1903,8.2
1903-10-31,1903,10.7
1903-11-01,1903,13
1903-11-02,1903,11.3
1903-11-03,1903,11.1
1903-11-04,1903,10.8
1903-11-05,1903,6.1
1903-11-06,1903,0
1903-11-07,1903,0.8
1903-11-08,1903,7.5
1903-11-09,1903,7.2
1903-11-10,1903,2.7
1903-11-11,1903,4.1
1903-11-12,1903,5
1903-11-13,1903,1.1
1903-11-15,1903,1.6
1903-11-16,1903,0.8
1903-11-17,1903,-7.3
1903-11-18,1903,-10.9
1903-11-19,1903,-8.9
1903-11-20,1903,-6.4
1903-11-21,1903,-0.6
1903-11-22,1903,-0.6
1903-11-23,1903,-1.2
1903-11-24,1903,-5.3
1903-11-25,1903,-8.1
1903-11-26,1903,-9.8
1903-11-27,1903,-8.7
1903-11-28,1903,-3.1
1903-11-29,1903,-3.1
1903-11-30,1903,-6.7
1903-12-01,1903,-6
1903-12-02,1903,-9.1
1903-12-03,1903,-1.3
1903-12-04,1903,-6.3
1903-12-05,1903,-7.4
1903-12-06,1903,-6
1903-12-07,1903,-3.3
1903-12-08,1903,-6
1903-12-09,1903,-7.2
1903-12-10,1903,-9.4
1903-12-11,1903,-11.3
1903-12-12,1903,-14.7
1903-12-13,1903,-22.7
1903-12-14,1903,-19.4
1903-12-15,1903,-15.8
1903-12-17,1903,-14.7
1903-12-18,1903,-8
1903-12-19,1903,-0.5
1903-12-20,1903,-3.5
1903-12-21,1903,-4.1
1903-12-22,1903,-10.2
1903-12-23,1903,-2.4
1903-12-24,1903,-4.7
1903-12-25,1903,-15.8
1903-12-26,1903,-19.1
1903-12-27,1903,-8.5
1903-12-28,1903,-15.2
1903-12-29,1903,-13.5
1903-12-30,1903,-16.3
1903-12-31,1903,-8.8
1904-01-01,1904,-11.3
1904-01-02,1904,-17.1
1904-01-03,1904,-21.3
1904-01-04,1904,-20.5
1904-01-05,1904,-11.3
1904-01-06,1904,-8
1904-01-07,1904,-5.5
1904-01-08,1904,-1.8
1904-01-09,1904,-6.8
1904-01-10,1904,-6
1904-01-11,1904,-7.1
1904-01-12,1904,-5.7
1904-01-13,1904,-9.6
1904-01-14,1904,-12.1
1904-01-15,1904,-10.5
1904-01-16,1904,-9.1
1904-01-17,1904,-12.7
1904-01-18,1904,-9.1
1904-01-19,1904,-4.3
1904-01-20,1904,-3
1904-01-21,1904,-4.9
1904-01-22,1904,-7.1
1904-01-23,1904,-14.3
1904-01-24,1904,-24.9
1904-01-25,1904,-27.1
1904-01-26,1904,-25.2
1904-01-27,1904,-23
1904-01-28,1904,-20.5
1904-01-29,1904,-21
1904-01-31,1904,-13.8
1904-02-01,1904,-21.2
1904-02-02,1904,-15.9
1904-02-03,1904,-17.3
1904-02-04,1904,-18.7
1904-02-05,1904,-6.7
1904-02-06,1904,0.8
1904-02-07,1904,-10.1
1904-02-08,1904,-20.6
1904-02-09,1904,-15.9
1904-02-10,1904,-16.2
1904-02-11,1904,-16.2
1904-02-12,1904,-15.6
1904-02-13,1904,-7.6
1904-02-14,1904,-10.1
1904-02-15,1904,-19.5
1904-02-16,1904,-20.3
1904-02-17,1904,-16.5
1904-02-18,1904,-14
1904-02-19,1904,-14
1904-02-20,1904,-15.9
1904-02-21,1904,-7.3
1904-02-22,1904,-14.2
1904-02-23,1904,-6.5
1904-02-24,1904,-13.1
1904-02-25,1904,-15.9
1904-02-26,1904,-11.2
1904-02-27,1904,-8.1
1904-02-29,1904,-3.4
1904-03-01,1904,-1.8
1904-03-02,1904,1.2
1904-03-03,1904,-5.4
1904-03-04,1904,-7.1
1904-03-05,1904,-0.7
1904-03-06,1904,0.1
1904-03-07,1904,2.6
1904-03-08,1904,-1.6
1904-03-09,1904,-1.8
1904-03-10,1904,1.5
1904-03-11,1904,-2.7
1904-03-12,1904,-5.7
1904-03-13,1904,-6.6
1904-03-14,1904,-5.7
1904-03-15,1904,-4.9
1904-03-16,1904,-5.2
1904-03-17,1904,-1
1904-03-18,1904,1.2
1904-03-19,1904,1.5
1904-03-20,1904,-2.9
1904-03-21,1904,-0.7
1904-03-22,1904,2.9
1904-03-23,1904,3.4
1904-03-24,1904,5.4
1904-03-25,1904,3.4
1904-03-26,1904,-7.4
1904-03-27,1904,-7.9
1904-03-28,1904,-1.8
1904-03-29,1904,2.6
1904-03-30,1904,3.4
1904-03-31,1904,4.6
1904-04-01,1904,3.3
1904-04-02,1904,-0.4
1904-04-03,1904,-2.6
1904-04-04,1904,1
1904-04-05,1904,4.1
1904-04-06,1904,6.6
1904-04-07,1904,6
1904-04-08,1904,3.5
1904-04-09,1904,1.3
1904-04-10,1904,1.9
1904-04-11,1904,3
1904-04-12,1904,0.2
1904-04-13,1904,0.2
1904-04-14,1904,2.4
1904-04-15,1904,0.5
1904-04-16,1904,-1.5
1904-04-17,1904,1.9
1904-04-19,1904,-0.1
1904-04-20,1904,-0.6
1904-04-21,1904,2.1
1904-04-22,1904,3.8
1904-04-23,1904,14.6
1904-04-24,1904,11.9
1904-04-25,1904,6
1904-04-26,1904,5.2
1904-04-27,1904,6.3
1904-04-28,1904,8.8
1904-04-29,1904,12.7
1904-04-30,1904,12.1
1904-05-01,1904,13.3
1904-05-02,1904,12.1
1904-05-03,1904,13.5
1904-05-05,1904,16
1904-05-06,1904,16.9
1904-05-07,1904,16.6
1904-05-08,1904,11.9
1904-05-09,1904,9.9
1904-05-10,1904,9.1
1904-05-11,1904,12.7
1904-05-12,1904,12.7
1904-05-13,1904,8.8
1904-05-14,1904,5.5
1904-05-15,1904,5.8
1904-05-16,1904,8
1904-05-17,1904,9.1
1904-05-18,1904,10.2
1904-05-19,1904,13.3
1904-05-20,1904,18.5
1904-05-21,1904,19.4
1904-05-22,1904,21
1904-05-23,1904,16.6
1904-05-24,1904,11.6
1904-05-25,1904,14.1
1904-05-27,1904,14.6
1904-05-28,1904,14.9
1904-05-29,1904,17.4
1904-05-30,1904,12.7
1904-05-31,1904,14.1
1904-06-01,1904,15.3
1904-06-02,1904,15.8
1904-06-03,1904,19.7
1904-06-04,1904,19.7
1904-06-05,1904,17.8
1904-06-06,1904,15
1904-06-07,1904,12
1904-06-08,1904,16.7
1904-06-09,1904,18.3
1904-06-10,1904,18.1
1904-06-11,1904,19.2
1904-06-12,1904,19.5
1904-06-13,1904,18.9
1904-06-14,1904,17.5
1904-06-15,1904,17.2
1904-06-16,1904,17
1904-06-17,1904,17.8
1904-06-18,1904,21.4
1904-06-19,1904,21.7
1904-06-20,1904,20.6
1904-06-21,1904,18.6
1904-06-22,1904,17.8
1904-06-23,1904,20.3
1904-06-24,1904,21.4
1904-06-25,1904,20.6
1904-06-27,1904,18.3
1904-06-28,1904,17.2
1904-06-29,1904,19.2
1904-06-30,1904,16.7
1904-07-01,1904,14
1904-07-02,1904,17.3
1904-07-03,1904,18.7
1904-07-04,1904,20.4
1904-07-05,1904,19.6
1904-07-06,1904,16.5
1904-07-07,1904,18.4
1904-07-08,1904,18.7
1904-07-09,1904,19
1904-07-10,1904,19.8
1904-07-11,1904,20.7
1904-07-13,1904,19.6
1904-07-14,1904,22.1
1904-07-15,1904,21.8
1904-07-16,1904,24.3
1904-07-17,1904,26.5
1904-07-18,1904,25.7
1904-07-19,1904,23.4
1904-07-20,1904,20.9
1904-07-21,1904,20.1
1904-07-22,1904,17.9
1904-07-23,1904,17.6
1904-07-24,1904,18.7
1904-07-25,1904,18.7
1904-07-26,1904,20.7
1904-07-27,1904,20.4
1904-07-28,1904,19.6
1904-07-29,1904,19.3
1904-07-30,1904,20.4
1904-07-31,1904,22.3
1904-08-01,1904,18.5
1904-08-02,1904,17.9
1904-08-03,1904,19.3
1904-08-04,1904,20.1
1904-08-06,1904,18.7
1904-08-07,1904,16.8
1904-08-08,1904,15.4
1904-08-09,1904,16.8
1904-08-10,1904,14.3
1904-08-11,1904,17.1
1904-08-12,1904,20.1
1904-08-13,1904,22.4
1904-08-14,1904,21.5
1904-08-15,1904,21.8
1904-08-16,1904,22.1
1904-08-17,1904,19.9
1904-08-18,1904,19
1904-08-19,1904,15.7
1904-08-20,1904,19.9
1904-08-21,1904,22.4
1904-08-22,1904,16
1904-08-23,1904,16.2
1904-08-24,1904,19
1904-08-25,1904,19.6
1904-08-26,1904,15.4
1904-08-27,1904,17.1
1904-08-28,1904,18.5
1904-08-29,1904,16.5
1904-08-30,1904,14.3
1904-08-31,1904,17.9
1904-09-01,1904,19.9
1904-09-02,1904,17.7
1904-09-03,1904,15.4
1904-09-04,1904,17.4
1904-09-05,1904,16
1904-09-06,1904,16.5
1904-09-07,1904,16
1904-09-09,1904,17.1
1904-09-10,1904,21.5
1904-09-11,1904,16.8
1904-09-12,1904,11.8
1904-09-13,1904,11
1904-09-14,1904,8.5
1904-09-15,1904,10.2
1904-09-16,1904,13.2
1904-09-17,1904,17.1
1904-09-18,1904,17.1
1904-09-19,1904,16.8
1904-09-20,1904,12.9
1904-09-21,1904,7.1
1904-09-22,1904,9
1904-09-23,1904,13.8
1904-09-24,1904,19.9
1904-09-25,1904,16
1904-09-26,1904,16
1904-09-27,1904,14.9
1904-09-28,1904,20.4
1904-09-29,1904,19.9
1904-09-30,1904,16
1904-10-01,1904,15.4
1904-10-02,1904,12.1
1904-10-03,1904,9.1
1904-10-04,1904,13.2
1904-10-05,1904,8.5
1904-10-06,1904,5.2
1904-10-07,1904,7.7
1904-10-08,1904,16.8
1904-10-09,1904,17.9
1904-10-10,1904,17.1
1904-10-11,1904,11
1904-10-12,1904,8.5
1904-10-13,1904,9.1
1904-10-14,1904,9.3
1904-10-15,1904,10.4
1904-10-16,1904,13.2
1904-10-17,1904,17.4
1904-10-18,1904,16.6
1904-10-19,1904,12.9
1904-10-20,1904,6.3
1904-10-22,1904,3.8
1904-10-23,1904,4.1
1904-10-24,1904,7.1
1904-10-25,1904,2.7
1904-10-26,1904,2.4
1904-10-27,1904,1.8
1904-10-28,1904,6.6
1904-10-29,1904,7.9
1904-10-30,1904,5.2
1904-10-31,1904,8.5
1904-11-01,1904,12.2
1904-11-02,1904,12.7
1904-11-03,1904,13.3
1904-11-04,1904,9.7
1904-11-05,1904,5
1904-11-06,1904,4.7
1904-11-07,1904,5.5
1902-02-10,1902,-9
1902-02-11,1902,-11.7
1902-02-12,1902,-9.8
1902-02-13,1902,-7.6
1902-02-14,1902,-6.7
1902-02-15,1902,-10.3
1902-02-16,1902,-6.7
1902-02-17,1902,-9
1902-02-18,1902,-10.3
1902-02-19,1902,-10.1
1902-02-20,1902,-9.2
1902-02-21,1902,-4.8
1902-02-22,1902,-3.4
1902-02-23,1902,0.8
1902-02-24,1902,0.5
1902-02-25,1902,-0.1
1902-02-26,1902,4.1
1902-02-27,1902,2.2
1902-02-28,1902,1.9
1902-03-01,1902,-2.1
1902-03-02,1902,-6.6
1902-03-03,1902,-6
1902-03-04,1902,-4.6
1902-03-05,1902,-0.4
1902-03-06,1902,3.4
1902-03-07,1902,3.4
1902-03-08,1902,0.4
1902-03-09,1902,3.2
1902-03-10,1902,6.8
1902-03-11,1902,8.7
1902-03-12,1902,4.8
1902-03-13,1902,3.7
1902-03-14,1902,6.5
1902-03-15,1902,4.6
1902-03-16,1902,-3.8
1902-03-17,1902,-13.5
1902-03-18,1902,-8.8
1902-03-19,1902,-1.3
1902-03-20,1902,1.5
1902-03-21,1902,2.3
1902-03-22,1902,4
1902-03-23,1902,5.9
1902-03-24,1902,7.1
1902-03-26,1902,8.7
1902-03-27,1902,10.1
1902-03-28,1902,6.2
1902-03-29,1902,5.9
1902-03-30,1902,2.6
1902-03-31,1902,1.2
1902-04-01,1902,-0.9
1902-04-02,1902,0.2
1902-04-03,1902,2.1
1902-04-04,1902,3.3
1902-04-05,1902,6.9
1902-04-06,1902,7.7
1902-04-07,1902,-3.1
1902-04-08,1902,0.8
1902-04-09,1902,7.1
1902-04-10,1902,10.8
1902-04-11,1902,9.6
1902-04-12,1902,4.6
1902-04-13,1902,3.3
1902-04-14,1902,3
1902-04-15,1902,3.8
1902-04-16,1902,5.8
1902-04-17,1902,8.8
1902-04-18,1902,9.6
1902-04-19,1902,7.4
1902-04-20,1902,9.1
1902-04-21,1902,17.1
1902-04-23,1902,6
1902-04-24,1902,7.7
1902-04-25,1902,8.3
1902-04-26,1902,6.3
1902-04-27,1902,10.5
1902-04-28,1902,12.1
1902-04-29,1902,13.8
1902-04-30,1902,10.8
1902-05-01,1902,9.1
1902-05-02,1902,17.4
1902-05-03,1902,16.3
1902-05-04,1902,12.7
1902-05-05,1902,12.4
1902-05-06,1902,13.3
1902-05-07,1902,13.8
1902-05-08,1902,16.6
1902-05-10,1902,1.9
1902-05-11,1902,7.4
1902-05-12,1902,12.7
1902-05-13,1902,12.1
1902-05-14,1902,10.5
1902-05-15,1902,9.9
1902-05-16,1902,14.1
1902-05-17,1902,17.1
1902-05-18,1902,21
1902-05-19,1902,22.1
1902-05-20,1902,23.5
1902-05-21,1902,19.4
1902-05-22,1902,21
1902-05-23,1902,18.8
1902-05-24,1902,18.3
1902-05-25,1902,17.4
1902-05-26,1902,14.1
1902-05-27,1902,11
1902-05-28,1902,10.2
1902-05-29,1902,15.8
1902-05-31,1902,18
1902-06-01,1902,19.7
1902-06-02,1902,20
1902-06-03,1902,21.1
1902-06-04,1902,18.9
1902-06-05,1902,14.7
1902-06-06,1902,18.9
1902-06-07,1902,15.8
1902-06-08,1902,14.7
1902-06-09,1902,16.7
1902-06-10,1902,18.6
1902-06-11,1902,19.2
1902-06-12,1902,17.2
1902-06-13,1902,20.3
1902-06-14,1902,22.8
1902-06-15,1902,21.4
1902-06-16,1902,16.7
1902-06-17,1902,17.8
1902-06-18,1902,16.7
1902-06-19,1902,16.1
1902-06-20,1902,13.6
1902-06-21,1902,11.1
1902-06-22,1902,12.8
1902-06-23,1902,14.7
1902-06-24,1902,16.1
1902-06-25,1902,16.7
1902-06-26,1902,13.1
1902-06-27,1902,13.9
1902-06-29,1902,14.5
1902-06-30,1902,16.1
1902-07-01,1902,15.7
1902-07-02,1902,19
1902-07-03,1902,23.7
1902-07-04,1902,24.8
1902-07-05,1902,25.1
1902-07-06,1902,23.2
1902-07-07,1902,23.4
1902-07-08,1902,23.7
1902-07-09,1902,20.4
1902-07-10,1902,19.3
1902-07-11,1902,19.6
1902-07-12,1902,20.1
1902-07-13,1902,23.2
1902-07-15,1902,21.5
1902-07-16,1902,21.2
1902-07-17,1902,23.4
1902-07-18,1902,18.4
1902-07-19,1902,16.2
1902-07-20,1902,14.3
1902-07-21,1902,16.5
1902-07-22,1902,19.6
1902-07-23,1902,19.6
1902-07-24,1902,21.8
1902-07-25,1902,22.9
1902-07-26,1902,24.8
1902-07-27,1902,21.2
1902-07-28,1902,22.1
1902-07-29,1902,22.1
1902-07-30,1902,23.4
1902-08-01,1902,22.4
1902-08-02,1902,21.8
1902-08-03,1902,22.1
1902-08-04,1902,21.5
1902-08-05,1902,23.2
1902-08-06,1902,17.1
1902-08-07,1902,18.5
1902-08-08,1902,18.7
1902-08-09,1902,18.2
1902-08-10,1902,17.9
1902-08-11,1902,14.6
1902-08-12,1902,15.4
1902-08-13,1902,15.7
1902-08-14,1902,17.6
1902-08-15,1902,17.6
1902-08-16,1902,16.5
1902-08-18,1902,19.6
1902-08-19,1902,18.7
1902-08-20,1902,19.6
1902-08-21,1902,17.6
1902-08-22,1902,17.1
1902-08-23,1902,16.2
1902-08-24,1902,17.4
1902-08-25,1902,16.8
1902-08-26,1902,18.7
1902-08-27,1902,19.6
1902-08-28,1902,19.6
1902-08-29,1902,20.4
1902-08-30,1902,21.8
1902-08-31,1902,22.1
1902-09-01,1902,17.1
1902-09-02,1902,16.8
1902-09-03,1902,15.2
1902-09-04,1902,12.9
1902-09-05,1902,13.5
1902-09-07,1902,17.9
1902-09-08,1902,16.3
1902-09-09,1902,11
1902-09-10,1902,14.6
1902-09-11,1902,11.8
1902-09-12,1902,6.3
1902-09-13,1902,7.4
1902-09-14,1902,11.5
1902-09-15,1902,14
1902-09-16,1902,14.3
1902-09-17,1902,17.7
1902-09-18,1902,11.5
1902-09-19,1902,9.9
1902-09-20,1902,11.8
1902-09-21,1902,15.4
1902-09-22,1902,18.2
1902-09-24,1902,11
1902-09-25,1902,11.3
1902-09-26,1902,13.8
1902-09-27,1902,13.8
1902-09-28,1902,14.3
1902-09-29,1902,15.2
1902-09-30,1902,12.1
1902-10-01,1902,9.9
1902-10-02,1902,10.4
1902-10-03,1902,9.6
1902-10-04,1902,8.2
1902-10-05,1902,10.2
1902-10-06,1902,12.4
1902-10-07,1902,10.7
1902-10-08,1902,13.8
1902-10-09,1902,8.8
1902-10-10,1902,12.7
1902-10-11,1902,13.5
1902-10-12,1902,9.9
1902-10-13,1902,6.3
1902-10-15,1902,9.9
1902-10-16,1902,6.3
1902-10-17,1902,7.9
1902-10-18,1902,12.1
1902-10-19,1902,10.4
1902-10-20,1902,7.9
1902-10-21,1902,9.3
1902-10-22,1902,15.7
1902-10-23,1902,15.2
1902-10-24,1902,15.4
1902-10-25,1902,12.1
1902-10-26,1902,12.9
1902-10-27,1902,6.3
1902-10-28,1902,2.1
1902-10-29,1902,4.9
1902-10-30,1902,8.5
1902-10-31,1902,7.9
1902-11-01,1902,11.9
1902-11-02,1902,11.9
1902-11-03,1902,6.6
1902-11-04,1902,9.7
1902-11-05,1902,8.3
1902-11-06,1902,4.4
1902-11-08,1902,8.6
1902-11-09,1902,12.7
1902-11-10,1902,5
1902-11-11,1902,9.4
1902-11-12,1902,16.1
1902-11-13,1902,11.1
1902-11-14,1902,9.1
1902-11-15,1902,4.1
1902-11-16,1902,2.5
1902-11-17,1902,2.7
1902-11-18,1902,4.4
1902-11-19,1902,4.7
1902-11-20,1902,6.1
1902-11-21,1902,5.8
1902-11-22,1902,4.1
1902-11-23,1902,1.6
1902-11-25,1902,-0.6
1902-11-26,1902,-0.3
1902-11-27,1902,-2.3
1902-11-28,1902,-2
1902-11-29,1902,-2
1902-11-30,1902,-3.7
1902-12-01,1902,-0.5
1902-12-02,1902,-0.2
1902-12-03,1902,-3.8
1902-12-04,1902,-8.8
1902-12-05,1902,-4.4
1902-12-06,1902,-6.6
1902-12-07,1902,-12.4
1902-12-08,1902,-18.5
1902-12-09,1902,-13
1902-12-10,1902,-4.4
1902-12-11,1902,-6.9
1902-12-12,1902,-6
1902-12-13,1902,-4.9
1902-12-14,1902,-6.3
1902-12-15,1902,-2.4
1902-12-16,1902,-4.9
1902-12-17,1902,-6.9
1902-12-18,1902,-3.3
1902-12-19,1902,-2.7
1902-12-20,1902,1.2
1902-12-21,1902,0.9
1902-12-22,1902,-1.3
1902-12-23,1902,-3.5
1902-12-24,1902,-7.7
1902-12-25,1902,-16.6
1902-12-26,1902,-16
1902-12-28,1902,-9.7
1902-12-29,1902,-8
1902-12-30,1902,-13.3
1902-12-31,1902,-5.5
1903-01-01,1903,-2.1
1903-01-02,1903,-4.1
1903-01-03,1903,-3.5
1903-01-04,1903,-5.5
1903-01-05,1903,-8.8
1903-01-06,1903,-7.7
1903-01-07,1903,-4.9
1903-01-08,1903,-12.4
1903-01-09,1903,-14.6
1903-01-10,1903,-16.3
1903-01-11,1903,-17.4
1903-01-12,1903,-20.5
1903-01-13,1903,-14.9
1903-01-14,1903,-9.6
1903-01-15,1903,-3.2
1903-01-16,1903,-2.1
1903-01-17,1903,-5.2
1903-01-18,1903,-14.1
1903-01-19,1903,-9.6
1903-01-20,1903,-6
1903-01-21,1903,-11.8
1903-01-22,1903,-8.2
1903-01-23,1903,-12.7
1903-01-24,1903,-6.8
1903-01-25,1903,-4.9
1903-01-26,1903,-1
1903-01-27,1903,-1.3
1903-01-28,1903,0.4
1903-01-29,1903,-4.3
1903-01-30,1903,-14.1
1903-01-31,1903,-4.3
1903-02-01,1903,-0.6
1903-02-02,1903,-3.1
1903-02-03,1903,-9
1903-02-04,1903,-9
1903-02-05,1903,-10.1
1903-02-06,1903,-10.9
1903-02-07,1903,-7.6
1903-02-08,1903,-7.3
1903-02-09,1903,-4
1903-02-10,1903,0.8
1903-02-11,1903,1.3
1903-02-12,1903,-1.7
1903-02-13,1903,-8.4
1903-02-14,1903,-8.7
1903-02-15,1903,-11.2
1903-02-16,1903,-19.2
1903-02-17,1903,-22.3
1903-02-18,1903,-21.2
1903-02-19,1903,-15.6
1903-02-20,1903,-12
1903-02-21,1903,-8.1
1903-02-22,1903,-6.5
1903-02-23,1903,-2.8
1903-02-24,1903,-5.6
1903-02-25,1903,-4
1903-02-26,1903,0.5
1903-02-28,1903,-4.8
1903-03-01,1903,-7.7
1903-03-02,1903,-1
1903-03-03,1903,0.1
1903-03-04,1903,0.1
1903-03-05,1903,0.9
1903-03-06,1903,0.9
1903-03-07,1903,5.1
1903-03-08,1903,0.7
1903-03-09,1903,2.6
1903-03-10,1903,2.9
1903-03-11,1903,2.1
1903-03-12,1903,5.7
1903-03-13,1903,8.2
1903-03-14,1903,0.4
1903-03-15,1903,0.1
1903-03-16,1903,3.7
1903-03-17,1903,4
1903-03-18,1903,11.5
1903-03-19,1903,14.8
1903-03-20,1903,4.3
1903-03-21,1903,1.2
1903-03-22,1903,5.4
1903-03-23,1903,2.6
1903-03-24,1903,-1.8
1903-03-25,1903,0.4
1903-03-26,1903,6.8
1903-03-27,1903,3.2
1903-03-28,1903,0.1
1903-03-29,1903,0.9
1903-03-30,1903,4.3
1903-03-31,1903,9
1903-04-01,1903,11.6
1903-04-02,1903,10.8
1903-04-03,1903,1.3
1903-04-04,1903,1
1903-04-05,1903,4.4
1903-04-06,1903,7.4
1903-04-07,1903,7.7
1903-04-08,1903,9.9
1903-04-09,1903,11
1903-04-10,1903,8
1903-04-11,1903,9.1
1903-04-12,1903,5.5
1903-04-13,1903,3.3
1903-04-14,1903,1.3
1903-04-15,1903,4.1
1903-04-16,1903,4.6
1903-04-17,1903,6.9
