date,latitude,site,size,air_temp,air_temp_sd,water_temp,water_temp_sd,name
2016-07-28,41.6,NB,17.85,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,14.16,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,15.85,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,14.16,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,15.85,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,17.13,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,17.13,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-25,41.9,CC,17.39,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,19.33,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,18.84,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,14.8,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,18.07,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,19.31,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,17.1,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,17.17,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,18.39,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,18.94,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,15.58,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,18.82,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,16.25,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,16.63,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,15.54,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,19.27,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,14.4,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,19.85,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,16.74,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,13.84,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,16.54,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,16.07,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,15.28,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,16.69,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,16.79,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,10.62,11.28,8.11,14.01,6.9,Cape Cod
2016-07-25,41.9,CC,15.76,11.28,8.11,14.01,6.9,Cape Cod
2016-08-12,42.2,BC,23.43,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,17,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,19.17,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,16.35,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,21.49,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,22.02,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,22.21,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,22.44,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,21.92,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,19.8,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,21.03,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,18.41,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,20.19,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,17.97,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,11.56,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,19.58,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,18.1,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,15.22,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,19.25,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,19.99,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,21.81,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,21.39,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,17.33,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,11.39,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,10.15,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,12.92,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,9.42,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,12.74,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,11.58,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,10.1,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,11.77,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,11.51,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,9.01,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,10.04,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,10.91,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,10.24,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-12,42.2,BC,9.86,11.63,9.53,14.01,6.9,Bare Cove Park
2016-08-13,42.7,PIE,17.58,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,21.19,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,20.2,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,18.75,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,17.54,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,22.13,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,19.51,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,18.09,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,17.98,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,19.96,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,18.94,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,20.37,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,17.75,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,16.29,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,9.92,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,16.18,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,18.06,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,19.37,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,17.52,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,17.71,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,20.42,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,20.24,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,18.67,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,17.92,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,21.2,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,16.25,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,20.32,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
2016-08-13,42.7,PIE,18.05,10.293,9.45,14.33,4.838,Plum Island Estuary - West Creek
